Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
487;21101017551;"Journal of Evidence-Based Social Work (United States)";journal;"26408074, 26408066";"Routledge";No;No;0,476;Q2;36;86;138;4862;299;135;2,21;56,53;57,31;0;United Kingdom;Western Europe;"Routledge";"2019-2026";"Health (social science) (Q2); Sociology and Political Science (Q2); Social Psychology (Q3)";"Psychology; Social Sciences"
488;24187;"Human Studies";journal;"1572851X, 01638548";"Springer Netherlands";No;No;0,475;Q2;42;80;113;4110;183;109;1,49;51,38;34,78;0;Netherlands;Western Europe;"Springer Netherlands";"1978-1980, 1982-2026";"Philosophy (Q1); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
489;5700166680;"Revista de Estudios Politicos";journal;"00487694, 19890613";"Centro Estudios Politicos Constitucionales";No;No;0,475;Q2;15;44;109;2091;77;106;0,79;47,52;29,55;0;Spain;Western Europe;"Centro Estudios Politicos Constitucionales";"2008-2025";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
490;15731;"Australian Journal of Political Science";journal;"1363030X, 10361146";"Routledge";No;No;0,474;Q2;47;30;84;1816;180;80;1,82;60,53;53,06;1;United Kingdom;Western Europe;"Routledge";"1990-2026";"Sociology and Political Science (Q2)";"Social Sciences"
491;24762;"Human Rights Quarterly";journal;"1085794X, 02750392";"Johns Hopkins University Press";No;No;0,474;Q2;85;17;75;358;108;74;1,23;21,06;47,83;0;United States;Northern America;"Johns Hopkins University Press";"1981, 1990, 1992, 1994-2025";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Social Sciences"
492;21100407545;"International Journal for Crime, Justice and Social Democracy";journal;"22028005, 22027998";"Queensland Uuniversity of Technology";Yes;Yes;0,470;Q2;33;38;106;2538;250;98;1,83;66,79;71,67;2;Australia;Pacific Region;"Queensland Uuniversity of Technology";"2013-2025";"Law (Q1); Sociology and Political Science (Q2)";"Social Sciences"
493;21101037141;"RUDN Journal of Russian History";journal;"23128674, 23128690";"RUDN University";Yes;Yes;0,470;Q2;6;48;132;1031;54;132;0,42;21,48;44,62;0;Russian Federation;Eastern Europe;"RUDN University";"2019-2025";"History (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
494;21100814045;"Journal of Human Rights and the Environment";journal;"17597188, 17597196";"Edward Elgar Publishing Ltd.";No;No;0,469;Q2;22;16;46;360;125;38;1,52;22,50;73,33;0;United Kingdom;Western Europe;"Edward Elgar Publishing Ltd.";"2016-2025";"Law (Q1); Sociology and Political Science (Q2); Management, Monitoring, Policy and Law (Q3)";"Environmental Science; Social Sciences"
495;4100151522;"Political Power and Social Theory";book series;"01988719";"Emerald Group Publishing Ltd.";No;No;0,469;Q2;23;16;31;408;12;9;0,24;25,50;40,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000, 2002-2003, 2005-2026";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
496;17507;"Social Compass";journal;"00377686, 14617404";"SAGE Publications Ltd";No;No;0,468;Q2;44;37;106;1837;130;103;0,93;49,65;56,52;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1953-1957, 1959-1960, 1962, 1965, 1967, 1969-1970, 1972-1974, 1985-2025";"Anthropology (Q1); Religious Studies (Q1); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
497;21100937015;"Arctic Review on Law and Politics";journal;"23874562";"Cappelen Damm Akademisk";Yes;No;0,467;Q2;14;3;55;157;140;50;3,06;52,33;66,67;0;Norway;Western Europe;"Cappelen Damm Akademisk";"2019-2025";"Law (Q1); Sociology and Political Science (Q2)";"Social Sciences"
498;21101021755;"Journal of Aging and Environment";journal;"26892618, 26892626";"Routledge";No;No;0,467;Q2;38;55;80;2757;150;80;1,63;50,13;59,62;0;United Kingdom;Western Europe;"Routledge";"2020-2026";"Environmental Science (miscellaneous) (Q2); Health (social science) (Q2); Sociology and Political Science (Q2); Gerontology (Q3)";"Environmental Science; Nursing; Social Sciences"
499;21100870605;"European Journal of Cultural and Political Sociology";journal;"23254815, 23254823";"Taylor and Francis Ltd.";No;No;0,466;Q2;19;16;83;786;137;69;1,33;49,13;66,67;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2025";"Cultural Studies (Q1); Sociology and Political Science (Q2)";"Social Sciences"
500;17032;"Berliner Journal fur Soziologie";journal;"18622593, 08631808";"Walter de Gruyter GmbH";No;No;0,464;Q2;23;36;77;1873;112;64;1,10;52,03;53,33;0;Germany;Western Europe;"Walter de Gruyter GmbH";"1992-1993, 1996-1999, 2001-2026";"Sociology and Political Science (Q2)";"Social Sciences"
501;21101121509;"Ulumuna";journal;"14113457, 23557648";"Universitas Islam Negeri (UIN) Mataram";Yes;Yes;0,462;Q2;10;40;93;1821;219;93;2,34;45,53;21,84;0;Indonesia;Asiatic Region;"Universitas Islam Negeri (UIN) Mataram";"2019-2025";"Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); History (Q1); Philosophy (Q1); Religious Studies (Q1); Education (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
502;15540;"Journal of Humanistic Psychology";journal;"1552650X, 00221678";"SAGE Publications Inc.";No;No;0,461;Q2;53;151;258;6892;488;244;1,56;45,64;50,41;2;United States;Northern America;"SAGE Publications Inc.";"1961-2026";"Philosophy (Q1); Sociology and Political Science (Q2); Social Psychology (Q3)";"Arts and Humanities; Psychology; Social Sciences"
503;21101056926;"Central and Eastern European Migration Review";journal;"23001682";"Polska Akademia Nauk";Yes;Yes;0,460;Q2;13;10;64;606;94;63;1,32;60,60;63,64;0;Poland;Eastern Europe;"Polska Akademia Nauk";"2019-2025";"Demography (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Social Sciences"
504;21101186824;"Corrections: Policy, Practice, and Research";journal;"23774657, 23774665";"Informa UK Ltd";No;No;0,460;Q2;18;38;84;2320;154;83;1,87;61,05;61,70;1;United Kingdom;Western Europe;"Informa UK Ltd";"2016-2026";"Law (Q1); Sociology and Political Science (Q2)";"Social Sciences"
505;5600153382;"Journal of the Economic and Social History of the Orient";journal;"15685209, 00224995";"Brill Academic Publishers";No;No;0,458;Q2;41;30;75;1888;59;75;0,77;62,93;38,24;0;Netherlands;Western Europe;"Brill Academic Publishers";"1957, 1959-1976, 1978-2025";"History (Q1); Economics and Econometrics (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
506;5700162015;"Public Integrity";journal;"15580989, 10999922";"Taylor and Francis Ltd.";No;No;0,458;Q2;35;77;161;4792;347;155;2,13;62,23;34,19;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2000-2026";"Law (Q1); Philosophy (Q1); Business and International Management (Q2); Public Administration (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
507;22273;"Peace Economics, Peace Science and Public Policy";journal;"15548597, 10792457";"Walter de Gruyter GmbH";No;No;0,457;Q2;23;20;53;1010;122;49;2,24;50,50;31,71;0;Germany;Western Europe;"Walter de Gruyter GmbH";"1994-1996, 1999-2026";"Economics and Econometrics (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2); Management, Monitoring, Policy and Law (Q3)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
508;21101047935;"Hasanuddin Law Review";journal;"24429880, 24429899";"Faculty of Law, Universitas Hasanuddin";Yes;Yes;0,455;Q2;11;15;60;578;115;60;2,28;38,53;38,24;0;Indonesia;Asiatic Region;"Faculty of Law, Universitas Hasanuddin";"2017-2025";"Law (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
509;21100464772;"Network Science";journal;"20501250, 20501242";"Cambridge University Press";No;No;0,454;Q2;29;22;72;1363;117;70;1,71;61,95;23,33;0;United Kingdom;Western Europe;"Cambridge University Press";"2013-2026";"Communication (Q2); Sociology and Political Science (Q2); Social Psychology (Q3)";"Psychology; Social Sciences"
510;23528;"Presidential Studies Quarterly";journal;"17415705, 03604918";"John Wiley and Sons Inc";No;No;0,454;Q2;42;18;98;1303;98;95;0,98;72,39;25,00;1;United States;Northern America;"John Wiley and Sons Inc";"1983, 1985, 1988, 1999-2026";"History (Q1); Public Administration (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
511;145648;"Refuge";journal;"19207336, 02295113";"York University Libraries";Yes;Yes;0,454;Q2;37;8;69;563;70;61;0,93;70,38;73,68;0;Canada;Northern America;"York University Libraries";"1996-2025";"Cultural Studies (Q1); Demography (Q2); Geography, Planning and Development (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
512;21100886534;"International Journal of Political Economy";journal;"15580970, 08911916";"Routledge";No;No;0,453;Q2;33;28;68;1636;93;64;1,30;58,43;16,22;1;United Kingdom;Western Europe;"Routledge";"1996-2004, 2006-2026";"Political Science and International Relations (Q2); Sociology and Political Science (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
513;25798;"International Journal of Politics, Culture and Society";journal;"15733416, 08914486";"Human Sciences Press";No;No;0,453;Q2;38;70;93;5186;173;84;1,87;74,09;40,00;1;United States;Northern America;"Human Sciences Press";"1987-2005, 2008-2026";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
514;5800169165;"Conflict, Security and Development";journal;"14678802, 14781174";"Routledge";No;No;0,452;Q2;34;34;87;2787;154;84;1,70;81,97;41,18;0;United Kingdom;Western Europe;"Routledge";"2010-2026";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
515;21100890928;"Journal of Ethnic and Cultural Studies";journal;"21491291";"Florida Gulf Coast University";Yes;No;0,447;Q2;21;63;169;4148;375;168;2,16;65,84;59,24;0;United States;Northern America;"Florida Gulf Coast University";"2018-2026";"Cultural Studies (Q1); Sociology and Political Science (Q2)";"Social Sciences"
516;23484;"Polity";journal;"17441684, 00323497";"University of Chicago Press";No;No;0,445;Q2;38;50;157;591;148;102;0,77;11,82;44,44;1;United States;Northern America;"University of Chicago Press";"1995-2026";"Sociology and Political Science (Q2)";"Social Sciences"
517;21100843365;"Indonesian Journal of Islam and Muslim Societies";journal;"2406825X, 20891490";"Pascasarjana Universitas Islam Negeri (UIN) Salatiga";Yes;No;0,444;Q2;18;14;47;673;71;47;1,32;48,07;23,33;0;Indonesia;Asiatic Region;"Pascasarjana Universitas Islam Negeri (UIN) Salatiga";"2011-2025";"Religious Studies (Q1); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
518;24747;"Modern Asian Studies";journal;"0026749X, 14698099";"Cambridge University Press";No;No;0,443;Q2;57;25;210;3150;220;208;0,89;126,00;45,71;0;United Kingdom;Western Europe;"Cambridge University Press";"1967-2026";"History (Q1); Geography, Planning and Development (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
519;25330;"Rationality and Society";journal;"14617358, 10434631";"SAGE Publications Ltd";No;No;0,442;Q2;56;19;58;988;103;58;2,03;52,00;25,81;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1989-2026";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Social Sciences"
520;15887;"Journal of Urban History";journal;"15526771, 00961442";"SAGE Publications Inc.";No;No;0,441;Q2;37;103;193;6012;175;189;0,81;58,37;43,31;0;United States;Northern America;"SAGE Publications Inc.";"1974-2026";"History (Q1); Sociology and Political Science (Q2); Urban Studies (Q2)";"Arts and Humanities; Social Sciences"
521;20350;"Journal of Theoretical Politics";journal;"14603667, 09516298";"SAGE Publications Ltd";No;No;0,439;Q2;57;16;50;762;53;49;0,96;47,63;27,27;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1989-2026";"Sociology and Political Science (Q2)";"Social Sciences"
522;20318;"Journal of Modern African Studies";journal;"14697777, 0022278X";"Cambridge University Press";No;No;0,436;Q2;75;11;69;900;127;69;1,79;81,82;31,58;0;United Kingdom;Western Europe;"Cambridge University Press";"1963-2025";"Geography, Planning and Development (Q2); Sociology and Political Science (Q2)";"Social Sciences"
523;19900191954;"Journal of the Indian Ocean Region";journal;"1948108X, 19480881";"Taylor and Francis Inc.";No;No;0,436;Q2;25;9;49;521;91;35;1,16;57,89;50,00;0;United States;Northern America;"Taylor and Francis Inc.";"2010-2026";"Political Science and International Relations (Q2); Sociology and Political Science (Q2); Management, Monitoring, Policy and Law (Q3); Oceanography (Q3); Water Science and Technology (Q3)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
524;21100442094;"Social Inclusion";journal;"21832803";"Cogitatio Press";Yes;No;0,435;Q2;42;179;341;10397;583;303;1,58;58,08;64,81;5;Portugal;Western Europe;"Cogitatio Press";"2013-2026";"Sociology and Political Science (Q2); Social Psychology (Q3)";"Psychology; Social Sciences"
525;21100320408;"Human Service Organizations Management, Leadership and Governance";journal;"2330314X, 23303131";"Taylor and Francis Ltd.";No;No;0,432;Q2;31;44;98;2794;182;91;1,99;63,50;63,85;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2026";"Health (social science) (Q2); Public Administration (Q2); Sociology and Political Science (Q2); Strategy and Management (Q3)";"Business, Management and Accounting; Social Sciences"
526;20499;"Canadian Public Policy";journal;"03170861";"University of Toronto Press";No;No;0,429;Q2;45;42;103;2486;128;101;1,34;59,19;43,48;1;Canada;Northern America;"University of Toronto Press";"1978-1980, 1984, 1989-2025";"Public Administration (Q2); Sociology and Political Science (Q2)";"Social Sciences"
527;21100820733;"International Organisations Research Journal";journal;"19967845, 25422081";"National Research University Higher School of Economics (HSE University)";Yes;No;0,428;Q2;17;21;110;1125;115;110;0,82;53,57;40,91;0;Russian Federation;Eastern Europe;"National Research University Higher School of Economics (HSE University)";"2015-2025";"Political Science and International Relations (Q2); Sociology and Political Science (Q2); Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance; Social Sciences"
528;18500158100;"Forum (Germany)";journal;"21946183, 15408884";"Walter de Gruyter GmbH";Yes;No;0,427;Q2;28;17;89;903;81;82;0,73;53,12;44,44;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2000, 2002, 2004-2025";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Social Sciences"
529;21100894548;"Global Studies of Childhood";journal;"20436106";"SAGE Publications Ltd";No;No;0,427;Q2;23;56;100;2821;160;88;1,48;50,38;70,09;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2015-2026";"Demography (Q2); Development (Q2); Education (Q2); Sociology and Political Science (Q2); Developmental and Educational Psychology (Q3)";"Psychology; Social Sciences"
530;21100814050;"Millennial Asia";journal;"23217081, 09763996";"SAGE Publications Inc.";No;No;0,427;Q2;18;72;115;3949;268;114;2,40;54,85;28,15;3;United Kingdom;Western Europe;"SAGE Publications Inc.";"2014-2026";"Cultural Studies (Q1); Development (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Economics, Econometrics and Finance; Social Sciences"
531;5700176240;"Practice";journal;"17424909, 09503153";"Taylor and Francis Ltd.";No;No;0,427;Q2;28;35;92;1269;124;76;1,08;36,26;70,27;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-1992, 1994-2006, 2008-2026";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Social Sciences"
532;21101192306;"Journal of Economics, Race, and Policy";journal;"25208411, 2520842X";"Springer International Publishing";No;No;0,426;Q2;8;24;64;1426;101;61;1,53;59,42;19,61;0;Switzerland;Western Europe;"Springer International Publishing";"2020, 2022-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Sociology and Political Science (Q2); Management, Monitoring, Policy and Law (Q3)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
